I 0 683822302227078905
I 1 -4242831578720051493
I 2 3833992003539057896
I 3 5182346583498713819
I 4 4351327678446285886
I 5 -5275396806268817408
I 6 -8721009601596820879
I 7 4452693530989551828
I 8 -1516167610763566028
I 9 7342417133463884718
I 10 3122803675937294684
I 11 -6953831627846623808
I 12 8108537961374715951
I 13 9006066419089760890
I 14 7030885156881902963
I 15 -7597654293519277501
I 16 7240311422179753487
I 17 8864744115879633162
I 18 4759536750093468065
I 19 8598398127311842397
I 20 985366894850662481
I 21 -814722686841650481
I 22 7311359278987300615
I 23 -2111680435452601115
I 24 -2534322764600969758
I 25 -6750969375424693159
I 26 -6537225931370228647
I 27 -8094032785030457094
I 28 8826244372811363886
I 29 1752968664516270899
I 30 -950117866504712564
I 31 -6516059604224700892
I 32 -3318746066896248214
I 33 -1777756072517580184
I 34 2690593611561886500
I 35 -1695148369242026110
I 36 4216071070936329905
I 37 -5083903343674070426
I 38 -3925560803522020447
I 39 5821524591244130591
I 40 3965086628780996433
I 41 5759767314389802981
I 42 -3601372971726011292
I 43 1404712189424627919
I 44 6269941893101205807
I 45 4227853437415918566
I 46 2247413675921605325
I 47 -1574153426862895570
I 48 -2237267434189737114
I 49 7425556385055852024
I 50 7767435810601232691
I 51 -5065521307667077613
I 52 -3171112376792919085
I 53 1267149746282165513
I 54 -3529348153936914379
I 55 -1839952229012653097
I 56 8578597200559335700
I 57 3993701417700324302
I 58 -8586929396875389270
I 59 674584568993211515
I 60 8143629553857501962
I 61 -5510101855702067753
I 62 -4583793287238448729
I 63 -7437639307858432789
I 64 -492029956963131895
I 65 -1418371174092640964
I 66 -4863495041175957357
I 67 -1701822132651107544
I 68 6650790758478204759
I 69 -387875954086087579
I 70 8417765454039825514
I 71 -2537593179739746771
I 72 -7078666686544358401
I 73 8292917769424675006
I 74 8449979511691962020
I 75 -5049701250409871285
I 76 2203133929151171351
I 77 6598259466497739036
I 78 5836866857074652552
I 79 7054532715830591892
I 80 4057531080287566343
I 81 1781678902347363369
I 82 -2341359913848172270
I 83 -3860536770503678653
I 84 5954523922469056193
I 85 2563411611524870061
I 86 -7565240152557965980
I 87 151547004193991196
I 88 -5149681719754503987
I 89 3478632373832201810
I 90 3841089571100944074
I 91 1711105109069721658
I 92 -4555714560745448849
I 93 -7799687418761785449
I 94 6409872449429147768
I 95 -826528689872999192
I 96 -3024051440009550824
I 97 -7609629298938188754
I 98 -40140767136286032
I 99 6761800066426003692
I 100 1836324719144843965
I 101 -8199290593022550946
I 102 170182181445161935
I 103 -8507913516783212578
I 104 3934286994161270909
I 105 8712687011966393966
I 106 8751170439343532616
I 107 2434904186568756202
I 108 7025190920493752079
I 109 4766415103851307948
I 110 1787297947314009934
I 111 9135221587792698572
I 112 8388644355933983250
I 113 -6510570222210873029
I 114 2955066712473776336
I 115 4317209907324735731
I 116 -6651880635244171750
I 117 -8578496845901275284
I 118 -2035032526546416693
I 119 -8617577547807010231
I 120 -3325802625164101046
I 121 6512414995951608446
I 122 -6900094873676356060
I 123 4985832428319616798
I 124 -8239532296619529805
I 125 6394799341174089812
I 126 -5311923703935030073
I 127 -3293551703125543320
I 128 -3341876989980013957
I 129 -8714189233733435662
I 130 -3087047277632103536
I 131 4870874745724927067
I 132 6658794898521727128
I 133 -8373155627514197216
I 134 7889180920640074127
I 135 7119516889854885967
I 136 6504142069239854347
I 137 3472993559634996696
I 138 8970848362374582369
I 139 -471339990633715154
I 140 -7413883594163809411
I 141 -5320774553002287978
I 142 1735959668316034937
I 143 4778408927611466594
I 144 1377665625976687280
I 145 -4550767695155818625
I 146 4816129132975002357
I 147 -4507362489363297046
I 148 -1378983686459661134
I 149 4781794927734280000
I 150 4752641863782626017
I 151 -4070447060809022904
I 152 5337225967022872968
I 153 1773728450257289031
I 154 2553716212294527464
I 155 -8829034354556922743
I 156 6737621610987670128
I 157 3878868753229567174
I 158 -3254620364438464020
